County,Revenue Category,Revenue Type,Year,Value
"King County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1998,19.202364
"King County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1998,0.0
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1998,14.227215
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1998,0.0
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1998,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1998,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1998,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1998,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1998,13.371866
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1998,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1998,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1998,1.276697
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1998,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1998,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1998,1.257157
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1998,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1998,4.584428
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1998,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1998,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1998,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1998,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1998,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1998,25.296172
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1998,3.255337
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1998,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1998,0.093094
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1998,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1998,1.046359
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1998,6.683436
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1998,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1998,10.765565
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1998,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1998,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1998,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1998,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1998,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1998,27.371329
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1998,3.163893
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1998,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1998,0.001053
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1998,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1998,10.742552
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1998,10.484404
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1998,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1998,7.940864
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1998,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1998,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1998,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1998,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1998,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1999,44.998612
"King County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1999,5.456753
"King County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1999,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1999,0.168192
"King County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1999,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1999,2.226563
"King County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1999,19.957587
"King County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1999,1.015946
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1999,14.259023
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1999,0.0
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1999,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1999,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1999,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1999,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1999,14.441857
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1999,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1999,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1999,0.670188
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1999,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1999,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1999,1.545784
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1999,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1999,4.694401
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1999,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1999,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1999,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1999,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1999,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1999,26.680684
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1999,3.701663
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1999,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1999,0.058826
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1999,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1999,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1999,6.165113
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1999,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1999,10.159599
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1999,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1999,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1999,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1999,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1999,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,1999,30.133866
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,1999,3.649783
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,1999,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),1999,0.000482
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,1999,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,1999,0.481084
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Other Local,1999,13.221603
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,1999,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,1999,8.13179
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,1999,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,1999,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,1999,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,1999,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),1999,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,2000,45.617397
"King County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,2000,5.143263
"King County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,2000,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),2000,0.280653
"King County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,2000,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,2000,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,Other Local,2000,21.465049
"King County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,2000,9.2e-05
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,2000,13.473921
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,2000,0.0
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,2000,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,2000,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,2000,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),2000,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,2000,15.781358
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,2000,1.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,2000,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),2000,0.248299
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,2000,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,2000,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Other Local,2000,0.988543
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,2000,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,2000,4.487147
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,2000,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,2000,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,2000,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,2000,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),2000,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,2000,28.929544
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,2000,3.783257
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,2000,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),2000,0.03115
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,2000,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,2000,0.10211
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Other Local,2000,7.449377
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,2000,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,2000,9.471565
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,2000,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,2000,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,2000,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,2000,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),2000,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,2000,32.772192
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,2000,3.680056
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,2000,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),2000,0.000268
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,2000,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,2000,4.366377
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Other Local,2000,11.815954
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,2000,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,2000,8.168118
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,2000,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,2000,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,2000,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,2000,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),2000,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,2001,49.45
"King County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,2001,4.85
"King County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,2001,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),2001,0.17
"King County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,2001,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,2001,2.13
"King County, Nominal $millions",LOCAL TAXES & FEES,Other Local,2001,18.52
"King County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,2001,2.75
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,2001,13.34
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,2001,0.0
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,2001,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,2001,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,2001,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),2001,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,2001,16.12
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,2001,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,2001,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),2001,0.22
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,2001,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,2001,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Other Local,2001,1.25
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,2001,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,2001,4.58
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,2001,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,2001,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,2001,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,2001,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),2001,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,2001,31.46
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,2001,3.83
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,2001,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),2001,0.04
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,2001,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,2001,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Other Local,2001,6.48
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,2001,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,2001,9.65
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,2001,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,2001,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,2001,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,2001,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),2001,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,2001,36.49
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,2001,3.7
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,2001,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),2001,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,2001,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,2001,8.58
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,2001,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,2001,9.73
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,2001,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,2001,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,2001,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,2001,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),2001,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,2002,59.73
"King County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,2002,4.78
"King County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,2002,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),2002,0.18
"King County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,2002,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,2002,0.001
"King County, Nominal $millions",LOCAL TAXES & FEES,Other Local,2002,22.73
"King County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,2002,40.18
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,2002,13.42
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,2002,0.0
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,2002,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,2002,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,2002,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),2002,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,2002,17.71
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,2002,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,2002,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),2002,0.15
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,2002,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,2002,0.0
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,Other Local,2002,2.12
"Kitsap County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,2002,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,2002,4.78
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,2002,0.0
"Kitsap County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,2002,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,2002,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,2002,0.0
"Kitsap County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),2002,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,2002,33.1
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,2002,3.91
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,2002,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),2002,0.03
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,2002,0.0
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,2002,0.24
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,Other Local,2002,8.36
"Pierce County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,2002,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,2002,9.55
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,2002,0.0
"Pierce County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,2002,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,2002,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,2002,0.0
"Pierce County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),2002,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,2002,38.5
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,2002,3.77
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,2002,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),2002,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,2002,0.0
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,2002,11.83
"Snohomish County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,2002,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,2002,8.76
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,2002,0.0
"Snohomish County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,2002,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,2002,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,PSRC Federal Grants,2002,0.0
"Snohomish County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Funds (highways),2002,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,County Road Levy,2003,62.46
"King County, Nominal $millions",LOCAL TAXES & FEES,Vehicle License Fee,2003,0.12
"King County, Nominal $millions",LOCAL TAXES & FEES,Mitigation and Impact Fees,2003,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,Local/Road Improvement Districts (LIDs/RIDs),2003,0.06
"King County, Nominal $millions",LOCAL TAXES & FEES,Real Estate Excise Tax,2003,0.0
"King County, Nominal $millions",LOCAL TAXES & FEES,General Fund Revenues,2003,0.001
"King County, Nominal $millions",LOCAL TAXES & FEES,Other Local,2003,17.9
"King County, Nominal $millions",LOCAL TAXES & FEES,General Obligation Bonds,2003,0.001
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,County Gas Tax Distribution,2003,13.59
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Transportation Improvement Board,2003,0.0
"King County, Nominal $millions",STATE TAX DISTRIBUTIONS,Other State Funds,2003,0.0
"King County, Nominal $millions",FEDERAL TAX DISTRIBUTIONS,Other Federal Grants,2003,0.0
